*********************[2016-04-20 1:18:19:565 | 0 ] Status: Start Running*********************
[2016-04-20 1:18:45:187 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:45:189 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:45:190 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:45:192 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:45:861 | 0 ] Election Error: Fail to receive OKAY from 1 within timeout(700 ms)
[2016-04-20 1:18:45:862 | 0 ] Election Error: Fail to receive OKAY from 3 within timeout(700 ms)
[2016-04-20 1:18:45:862 | 0 ] Election Error: Fail to receive OKAY from 4 within timeout(700 ms)
[2016-04-20 1:18:46:244 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:46:247 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:46:249 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:46:428 | 0 ] Timeout: Received Timeout OKAY from 4
[2016-04-20 1:18:46:846 | 0 ] Internal: Received Result from 3
[2016-04-20 1:18:47:951 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:47:954 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:47:956 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:47:958 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:48:906 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:48:908 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:48:955 | 0 ] Internal: Received Result from 3
[2016-04-20 1:18:49:827 | 0 ] Find leader (3) crash
[2016-04-20 1:18:49:827 | 0 ] Algorithm: send Elect 0 to 1
[2016-04-20 1:18:49:828 | 0 ] Algorithm: send Elect 0 to 2
[2016-04-20 1:18:49:828 | 0 ] Algorithm: send Elect 0 to 3
[2016-04-20 1:18:49:828 | 0 ] Internal: Received OKAY from 2
[2016-04-20 1:18:49:829 | 0 ] Election Error: Crash Error 3
[2016-04-20 1:18:49:829 | 0 ] Algorithm: send Elect 0 to 4
[2016-04-20 1:18:49:829 | 0 ] Algorithm: send Elect 0 to 5
[2016-04-20 1:18:49:829 | 0 ] Algorithm: send Elect 0 to 6
[2016-04-20 1:18:49:830 | 0 ] Algorithm: send Elect 0 to 7
[2016-04-20 1:18:49:830 | 0 ] Internal: Received OKAY from 5
[2016-04-20 1:18:49:830 | 0 ] Internal: Received OKAY from 5
[2016-04-20 1:18:49:830 | 0 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:49:831 | 0 ] Internal: Received OKAY from 6
[2016-04-20 1:18:49:831 | 0 ] Internal: Received OKAY from 7
[2016-04-20 1:18:49:831 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:49:835 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:49:837 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:49:840 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:49:841 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:49:844 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:49:846 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:49:847 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:50:533 | 0 ] Election Error: Fail to receive OKAY from 1 within timeout(700 ms)
[2016-04-20 1:18:50:534 | 0 ] Election Error: Fail to receive OKAY from 3 within timeout(700 ms)
[2016-04-20 1:18:50:534 | 0 ] Election Error: Fail to receive OKAY from 4 within timeout(700 ms)
[2016-04-20 1:18:50:558 | 0 ] Timeout: Received Timeout OKAY from 4
[2016-04-20 1:18:50:968 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:50:971 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:51:08 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:51:10 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:51:12 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:51:21 | 0 ] Internal: Received Result from 3
[2016-04-20 1:18:51:554 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:51:557 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:51:559 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:51:561 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:51:609 | 0 ] Internal: Received Result from 3
[2016-04-20 1:18:52:319 | 0 ] Find leader (3) crash
[2016-04-20 1:18:52:319 | 0 ] Algorithm: send Elect 0 to 1
[2016-04-20 1:18:52:319 | 0 ] Algorithm: send Elect 0 to 2
[2016-04-20 1:18:52:319 | 0 ] Algorithm: send Elect 0 to 3
[2016-04-20 1:18:52:320 | 0 ] Election Error: Crash Error 3
[2016-04-20 1:18:52:320 | 0 ] Algorithm: send Elect 0 to 4
[2016-04-20 1:18:52:320 | 0 ] Internal: Received OKAY from 2
[2016-04-20 1:18:52:320 | 0 ] Algorithm: send Elect 0 to 5
[2016-04-20 1:18:52:320 | 0 ] Algorithm: send Elect 0 to 6
[2016-04-20 1:18:52:320 | 0 ] Algorithm: send Elect 0 to 7
[2016-04-20 1:18:52:321 | 0 ] Internal: Received OKAY from 5
[2016-04-20 1:18:52:321 | 0 ] Internal: Waiting for response
[2016-04-20 1:18:52:321 | 0 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:52:321 | 0 ] Internal: Received OKAY from 6
[2016-04-20 1:18:52:322 | 0 ] Internal: Received OKAY from 7
[2016-04-20 1:18:52:323 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:52:325 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:52:327 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:52:329 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:52:331 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:52:334 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:52:336 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:52:339 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:53:23 | 0 ] Election Error: Fail to receive OKAY from 1 within timeout(700 ms)
[2016-04-20 1:18:53:23 | 0 ] Election Error: Fail to receive OKAY from 3 within timeout(700 ms)
[2016-04-20 1:18:53:23 | 0 ] Election Error: Fail to receive OKAY from 4 within timeout(700 ms)
[2016-04-20 1:18:53:811 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:53:813 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:53:816 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:54:194 | 0 ] Timeout: Received Timeout OKAY from 4
[2016-04-20 1:18:54:410 | 0 ] Internal: Received Result from 3
[2016-04-20 1:18:55:190 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:55:193 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:55:241 | 0 ] Internal: Received Result from 3
*********************[2016-04-20 1:18:55:437 | 0 ] Status: Close Server*********************
*********************[2016-04-20 1:18:56:75 | 0 ] Status: Start Running*********************
[2016-04-20 1:18:56:78 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:56:81 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:56:88 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:56:93 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:56:307 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:56:310 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:56:312 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:56:314 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:56:376 | 0 ] Internal: Received Result from 5
[2016-04-20 1:18:56:423 | 0 ] Internal: Received Result from 6
[2016-04-20 1:18:56:623 | 0 ] Internal: Received Result from 6
[2016-04-20 1:18:57:685 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:57:688 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:57:734 | 0 ] Internal: Received Result from 3
[2016-04-20 1:18:58:327 | 0 ] Internal: Received OKAY from 2
[2016-04-20 1:18:58:328 | 0 ] Internal: Received OKAY from 5
[2016-04-20 1:18:58:329 | 0 ] Internal: Received OKAY from 6
[2016-04-20 1:18:58:330 | 0 ] Internal: Received OKAY from 7
[2016-04-20 1:18:58:333 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:58:347 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:58:349 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:58:351 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:58:355 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:58:358 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:58:361 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:58:366 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:58:669 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:58:672 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:58:675 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:59:139 | 0 ] Internal: Received OKAY from 4
[2016-04-20 1:18:59:268 | 0 ] Internal: Received Result from 3
[2016-04-20 1:18:59:565 | 0 ] Find leader (3) crash
[2016-04-20 1:18:59:566 | 0 ] Algorithm: send Elect 0 to 1
[2016-04-20 1:18:59:567 | 0 ] Algorithm: send Elect 0 to 2
[2016-04-20 1:18:59:568 | 0 ] Algorithm: send Elect 0 to 3
[2016-04-20 1:18:59:568 | 0 ] Election Error: Crash Error 3
[2016-04-20 1:18:59:568 | 0 ] Algorithm: send Elect 0 to 4
[2016-04-20 1:18:59:568 | 0 ] Internal: Received OKAY from 2
[2016-04-20 1:18:59:568 | 0 ] Algorithm: send Elect 0 to 5
[2016-04-20 1:18:59:569 | 0 ] Algorithm: send Elect 0 to 6
[2016-04-20 1:18:59:570 | 0 ] Algorithm: send Elect 0 to 7
[2016-04-20 1:18:59:570 | 0 ] Internal: Waiting for response
[2016-04-20 1:18:59:570 | 0 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:59:571 | 0 ] Internal: Received OKAY from 5
[2016-04-20 1:18:59:571 | 0 ] Internal: Received OKAY from 6
[2016-04-20 1:18:59:572 | 0 ] Internal: Received OKAY from 7
[2016-04-20 1:18:59:572 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:59:576 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:59:582 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:59:585 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:59:587 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:59:589 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:59:594 | 0 ] Internal: Received Result from 7
[2016-04-20 1:18:59:596 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:00:272 | 0 ] Election Error: Fail to receive OKAY from 1 within timeout(700 ms)
[2016-04-20 1:19:00:272 | 0 ] Election Error: Fail to receive OKAY from 3 within timeout(700 ms)
[2016-04-20 1:19:01:326 | 0 ] Internal: Received OKAY from 4
[2016-04-20 1:19:01:348 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:01:350 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:01:352 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:01:947 | 0 ] Internal: Received Result from 3
[2016-04-20 1:19:02:148 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:02:152 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:02:198 | 0 ] Internal: Received Result from 3
[2016-04-20 1:19:03:802 | 0 ] Find leader (3) crash
[2016-04-20 1:19:03:802 | 0 ] Algorithm: send Elect 0 to 1
[2016-04-20 1:19:03:802 | 0 ] Algorithm: send Elect 0 to 2
[2016-04-20 1:19:03:803 | 0 ] Algorithm: send Elect 0 to 3
[2016-04-20 1:19:03:803 | 0 ] Election Error: Crash Error 3
[2016-04-20 1:19:03:803 | 0 ] Algorithm: send Elect 0 to 4
[2016-04-20 1:19:03:803 | 0 ] Internal: Received OKAY from 2
[2016-04-20 1:19:03:803 | 0 ] Algorithm: send Elect 0 to 5
[2016-04-20 1:19:03:803 | 0 ] Algorithm: send Elect 0 to 6
[2016-04-20 1:19:03:804 | 0 ] Algorithm: send Elect 0 to 7
[2016-04-20 1:19:03:804 | 0 ] Internal: Waiting for response
[2016-04-20 1:19:03:804 | 0 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:03:805 | 0 ] Internal: Received OKAY from 5
[2016-04-20 1:19:03:806 | 0 ] Internal: Received OKAY from 6
[2016-04-20 1:19:03:807 | 0 ] Internal: Received OKAY from 7
[2016-04-20 1:19:03:807 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:03:815 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:03:819 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:03:825 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:03:838 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:03:848 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:03:852 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:03:854 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:04:508 | 0 ] Election Error: Fail to receive OKAY from 1 within timeout(700 ms)
[2016-04-20 1:19:04:508 | 0 ] Election Error: Fail to receive OKAY from 3 within timeout(700 ms)
[2016-04-20 1:19:04:531 | 0 ] Internal: Received OKAY from 4
[2016-04-20 1:19:04:937 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:04:940 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:04:942 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:05:542 | 0 ] Internal: Received Result from 3
[2016-04-20 1:19:06:598 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:06:601 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:06:647 | 0 ] Internal: Received Result from 3
[2016-04-20 1:19:06:998 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:07:00 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:07:02 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:07:600 | 0 ] Internal: Received Result from 3
[2016-04-20 1:19:08:78 | 0 ] Find leader (3) crash
[2016-04-20 1:19:08:78 | 0 ] Algorithm: send Elect 0 to 1
[2016-04-20 1:19:08:78 | 0 ] Algorithm: send Elect 0 to 2
[2016-04-20 1:19:08:79 | 0 ] Algorithm: send Elect 0 to 3
[2016-04-20 1:19:08:79 | 0 ] Election Error: Crash Error 3
[2016-04-20 1:19:08:79 | 0 ] Algorithm: send Elect 0 to 4
[2016-04-20 1:19:08:79 | 0 ] Internal: Received OKAY from 2
[2016-04-20 1:19:08:80 | 0 ] Algorithm: send Elect 0 to 5
[2016-04-20 1:19:08:80 | 0 ] Algorithm: send Elect 0 to 6
[2016-04-20 1:19:08:81 | 0 ] Algorithm: send Elect 0 to 7
[2016-04-20 1:19:08:81 | 0 ] Internal: Received OKAY from 5
[2016-04-20 1:19:08:81 | 0 ] Internal: Waiting for response
[2016-04-20 1:19:08:81 | 0 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:08:82 | 0 ] Internal: Received OKAY from 6
[2016-04-20 1:19:08:82 | 0 ] Internal: Received OKAY from 7
[2016-04-20 1:19:08:93 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:08:96 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:08:98 | 0 ] Internal: Received Result from 7
[2016-04-20 1:19:08:101 | 0 ] Internal: Received Result from 7
