*********************[2016-04-20 1:18:19:566 | 2 ] Status: Start Running*********************
[2016-04-20 1:18:57:526 | 2 ] Timeout: Received Timeout OKAY from 4
[2016-04-20 1:18:57:686 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:57:689 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:57:736 | 2 ] Internal: Received Result from 3
[2016-04-20 1:18:58:327 | 2 ] Algorithm: send OKAY 2 to 0
[2016-04-20 1:18:58:327 | 2 ] Internal: Trigger an election
[2016-04-20 1:18:58:327 | 2 ] Algorithm: send Elect 2 to 3
[2016-04-20 1:18:58:327 | 2 ] Election Error: Crash Error 3
[2016-04-20 1:18:58:327 | 2 ] Algorithm: send Elect 2 to 4
[2016-04-20 1:18:58:328 | 2 ] Algorithm: send Elect 2 to 5
[2016-04-20 1:18:58:328 | 2 ] Algorithm: send Elect 2 to 6
[2016-04-20 1:18:58:329 | 2 ] Algorithm: send Elect 2 to 7
[2016-04-20 1:18:58:330 | 2 ] Internal: Waiting for response
[2016-04-20 1:18:58:330 | 2 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:58:335 | 2 ] Internal: Received OKAY from 5
[2016-04-20 1:18:58:336 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:58:336 | 2 ] Internal: Received OKAY from 6
[2016-04-20 1:18:58:347 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:58:349 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:58:351 | 2 ] Internal: Received OKAY from 7
[2016-04-20 1:18:58:352 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:58:356 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:58:359 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:58:362 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:58:367 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:58:669 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:58:673 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:58:675 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:59:32 | 2 ] Election Error: Fail to receive OKAY from 3 within timeout(700 ms)
[2016-04-20 1:18:59:32 | 2 ] Election Error: Fail to receive OKAY from 4 within timeout(700 ms)
[2016-04-20 1:18:59:269 | 2 ] Internal: Received Result from 3
[2016-04-20 1:18:59:568 | 2 ] Algorithm: send OKAY 2 to 0
[2016-04-20 1:18:59:568 | 2 ] Internal: Trigger an election
[2016-04-20 1:18:59:568 | 2 ] Algorithm: send Elect 2 to 3
[2016-04-20 1:18:59:569 | 2 ] Election Error: Crash Error 3
[2016-04-20 1:18:59:569 | 2 ] Algorithm: send Elect 2 to 4
[2016-04-20 1:18:59:569 | 2 ] Algorithm: send Elect 2 to 5
[2016-04-20 1:18:59:570 | 2 ] Algorithm: send Elect 2 to 6
[2016-04-20 1:18:59:571 | 2 ] Algorithm: send Elect 2 to 7
[2016-04-20 1:18:59:572 | 2 ] Internal: Waiting for response
[2016-04-20 1:18:59:572 | 2 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:59:574 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:59:575 | 2 ] Internal: Received OKAY from 6
[2016-04-20 1:18:59:576 | 2 ] Internal: Received OKAY from 5
[2016-04-20 1:18:59:576 | 2 ] Internal: Received OKAY from 7
[2016-04-20 1:18:59:578 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:59:583 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:59:586 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:59:587 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:59:590 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:59:594 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:59:598 | 2 ] Internal: Received Result from 7
[2016-04-20 1:18:59:867 | 2 ] Timeout: Received Timeout OKAY from 4
[2016-04-20 1:19:00:278 | 2 ] Election Error: Fail to receive OKAY from 3 within timeout(700 ms)
[2016-04-20 1:19:00:280 | 2 ] Election Error: Fail to receive OKAY from 4 within timeout(700 ms)
[2016-04-20 1:19:01:348 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:01:351 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:01:353 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:01:948 | 2 ] Internal: Received Result from 3
[2016-04-20 1:19:02:48 | 2 ] Timeout: Received Timeout OKAY from 4
[2016-04-20 1:19:02:150 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:02:152 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:02:199 | 2 ] Internal: Received Result from 3
[2016-04-20 1:19:03:803 | 2 ] Algorithm: send OKAY 2 to 0
[2016-04-20 1:19:03:803 | 2 ] Internal: Trigger an election
[2016-04-20 1:19:03:803 | 2 ] Algorithm: send Elect 2 to 3
[2016-04-20 1:19:03:803 | 2 ] Election Error: Crash Error 3
[2016-04-20 1:19:03:803 | 2 ] Algorithm: send Elect 2 to 4
[2016-04-20 1:19:03:804 | 2 ] Algorithm: send Elect 2 to 5
[2016-04-20 1:19:03:804 | 2 ] Algorithm: send Elect 2 to 6
[2016-04-20 1:19:03:805 | 2 ] Algorithm: send Elect 2 to 7
[2016-04-20 1:19:03:806 | 2 ] Internal: Waiting for response
[2016-04-20 1:19:03:806 | 2 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:03:808 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:03:808 | 2 ] Internal: Received OKAY from 6
[2016-04-20 1:19:03:809 | 2 ] Internal: Received OKAY from 5
[2016-04-20 1:19:03:815 | 2 ] Internal: Received OKAY from 7
[2016-04-20 1:19:03:816 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:03:821 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:03:826 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:03:841 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:03:849 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:03:853 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:03:855 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:04:510 | 2 ] Election Error: Fail to receive OKAY from 3 within timeout(700 ms)
[2016-04-20 1:19:04:511 | 2 ] Election Error: Fail to receive OKAY from 4 within timeout(700 ms)
[2016-04-20 1:19:04:938 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:04:941 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:04:943 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:05:254 | 2 ] Timeout: Received Timeout OKAY from 4
[2016-04-20 1:19:05:543 | 2 ] Internal: Received Result from 3
[2016-04-20 1:19:06:599 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:06:602 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:06:648 | 2 ] Internal: Received Result from 3
[2016-04-20 1:19:06:998 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:07:01 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:07:02 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:07:601 | 2 ] Internal: Received Result from 3
[2016-04-20 1:19:08:79 | 2 ] Algorithm: send OKAY 2 to 0
[2016-04-20 1:19:08:79 | 2 ] Internal: Trigger an election
[2016-04-20 1:19:08:79 | 2 ] Algorithm: send Elect 2 to 3
[2016-04-20 1:19:08:80 | 2 ] Election Error: Crash Error 3
[2016-04-20 1:19:08:80 | 2 ] Algorithm: send Elect 2 to 4
[2016-04-20 1:19:08:81 | 2 ] Algorithm: send Elect 2 to 5
[2016-04-20 1:19:08:81 | 2 ] Algorithm: send Elect 2 to 6
[2016-04-20 1:19:08:82 | 2 ] Algorithm: send Elect 2 to 7
[2016-04-20 1:19:08:91 | 2 ] Internal: Waiting for response
[2016-04-20 1:19:08:91 | 2 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:08:93 | 2 ] Internal: Received OKAY from 5
[2016-04-20 1:19:08:94 | 2 ] Internal: Received OKAY from 6
[2016-04-20 1:19:08:94 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:08:97 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:08:98 | 2 ] Internal: Received OKAY from 7
[2016-04-20 1:19:08:99 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:08:102 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:08:106 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:08:109 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:08:111 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:08:114 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:08:793 | 2 ] Election Error: Fail to receive OKAY from 3 within timeout(700 ms)
[2016-04-20 1:19:08:793 | 2 ] Election Error: Fail to receive OKAY from 4 within timeout(700 ms)
[2016-04-20 1:19:09:435 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:09:438 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:09:484 | 2 ] Internal: Received Result from 3
[2016-04-20 1:19:09:534 | 2 ] Timeout: Received Timeout OKAY from 4
[2016-04-20 1:19:09:686 | 2 ] Find leader (3) crash
[2016-04-20 1:19:09:686 | 2 ] Algorithm: send Elect 2 to 3
[2016-04-20 1:19:09:687 | 2 ] Election Error: Crash Error 3
[2016-04-20 1:19:09:687 | 2 ] Algorithm: send Elect 2 to 4
[2016-04-20 1:19:09:687 | 2 ] Algorithm: send Elect 2 to 5
[2016-04-20 1:19:09:688 | 2 ] Algorithm: send Elect 2 to 6
[2016-04-20 1:19:09:689 | 2 ] Algorithm: send Elect 2 to 7
[2016-04-20 1:19:09:689 | 2 ] Internal: Received OKAY from 5
[2016-04-20 1:19:09:689 | 2 ] Internal: Waiting for response
[2016-04-20 1:19:09:689 | 2 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:09:690 | 2 ] Internal: Received OKAY from 6
[2016-04-20 1:19:09:690 | 2 ] Internal: Received OKAY from 7
[2016-04-20 1:19:09:691 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:09:694 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:09:697 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:09:701 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:09:744 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:09:747 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:09:753 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:10:344 | 2 ] Internal: Received Result from 3
[2016-04-20 1:19:10:390 | 2 ] Election Error: Fail to receive OKAY from 3 within timeout(700 ms)
[2016-04-20 1:19:10:390 | 2 ] Election Error: Fail to receive OKAY from 4 within timeout(700 ms)
[2016-04-20 1:19:10:989 | 2 ] Timeout: Received Timeout OKAY from 4
[2016-04-20 1:19:12:341 | 2 ] Algorithm: send OKAY 2 to 0
[2016-04-20 1:19:12:341 | 2 ] Internal: Trigger an election
[2016-04-20 1:19:12:341 | 2 ] Algorithm: send Elect 2 to 3
[2016-04-20 1:19:12:341 | 2 ] Election Error: Crash Error 3
[2016-04-20 1:19:12:342 | 2 ] Algorithm: send Elect 2 to 4
[2016-04-20 1:19:12:342 | 2 ] Algorithm: send Elect 2 to 5
[2016-04-20 1:19:12:343 | 2 ] Algorithm: send Elect 2 to 6
[2016-04-20 1:19:12:345 | 2 ] Algorithm: send Elect 2 to 7
[2016-04-20 1:19:12:345 | 2 ] Internal: Waiting for response
[2016-04-20 1:19:12:345 | 2 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:12:346 | 2 ] Internal: Received OKAY from 5
[2016-04-20 1:19:12:347 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:12:348 | 2 ] Internal: Received OKAY from 6
[2016-04-20 1:19:12:353 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:12:357 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:12:361 | 2 ] Internal: Received OKAY from 7
[2016-04-20 1:19:12:363 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:12:366 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:12:370 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:12:377 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:12:379 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:13:47 | 2 ] Election Error: Fail to receive OKAY from 3 within timeout(700 ms)
[2016-04-20 1:19:13:47 | 2 ] Election Error: Fail to receive OKAY from 4 within timeout(700 ms)
[2016-04-20 1:19:13:636 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:13:642 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:13:686 | 2 ] Internal: Received Result from 3
[2016-04-20 1:19:13:790 | 2 ] Timeout: Received Timeout OKAY from 4
[2016-04-20 1:19:13:807 | 2 ] Find leader (3) crash
[2016-04-20 1:19:13:807 | 2 ] Algorithm: send Elect 2 to 3
[2016-04-20 1:19:13:807 | 2 ] Election Error: Crash Error 3
[2016-04-20 1:19:13:807 | 2 ] Algorithm: send Elect 2 to 4
[2016-04-20 1:19:13:807 | 2 ] Algorithm: send Elect 2 to 5
[2016-04-20 1:19:13:808 | 2 ] Algorithm: send Elect 2 to 6
[2016-04-20 1:19:13:808 | 2 ] Algorithm: send Elect 2 to 7
[2016-04-20 1:19:13:808 | 2 ] Internal: Received OKAY from 5
[2016-04-20 1:19:13:808 | 2 ] Internal: Waiting for response
[2016-04-20 1:19:13:808 | 2 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:13:809 | 2 ] Internal: Received OKAY from 6
[2016-04-20 1:19:13:810 | 2 ] Internal: Received OKAY from 7
[2016-04-20 1:19:13:813 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:13:817 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:13:819 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:13:821 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:13:830 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:13:831 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:13:834 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:14:434 | 2 ] Internal: Received Result from 3
[2016-04-20 1:19:14:509 | 2 ] Election Error: Fail to receive OKAY from 3 within timeout(700 ms)
[2016-04-20 1:19:14:509 | 2 ] Election Error: Fail to receive OKAY from 4 within timeout(700 ms)
[2016-04-20 1:19:15:244 | 2 ] Timeout: Received Timeout OKAY from 4
[2016-04-20 1:19:15:981 | 2 ] Algorithm: send OKAY 2 to 0
[2016-04-20 1:19:15:981 | 2 ] Internal: Trigger an election
[2016-04-20 1:19:15:981 | 2 ] Algorithm: send Elect 2 to 3
[2016-04-20 1:19:15:981 | 2 ] Election Error: Crash Error 3
[2016-04-20 1:19:15:982 | 2 ] Algorithm: send Elect 2 to 4
[2016-04-20 1:19:15:982 | 2 ] Algorithm: send Elect 2 to 5
[2016-04-20 1:19:15:983 | 2 ] Algorithm: send Elect 2 to 6
[2016-04-20 1:19:15:983 | 2 ] Algorithm: send Elect 2 to 7
[2016-04-20 1:19:15:983 | 2 ] Internal: Waiting for response
[2016-04-20 1:19:15:983 | 2 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:15:988 | 2 ] Internal: Received OKAY from 5
[2016-04-20 1:19:15:988 | 2 ] Internal: Received OKAY from 6
[2016-04-20 1:19:15:989 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:15:990 | 2 ] Internal: Received OKAY from 7
[2016-04-20 1:19:15:991 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:15:993 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:15:996 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:15:998 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:16:01 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:16:02 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:16:05 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:16:496 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:16:498 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:16:545 | 2 ] Internal: Received Result from 3
[2016-04-20 1:19:16:688 | 2 ] Election Error: Fail to receive OKAY from 3 within timeout(700 ms)
[2016-04-20 1:19:16:688 | 2 ] Election Error: Fail to receive OKAY from 4 within timeout(700 ms)
[2016-04-20 1:19:17:86 | 2 ] Find leader (3) crash
[2016-04-20 1:19:17:87 | 2 ] Algorithm: send Elect 2 to 3
[2016-04-20 1:19:17:87 | 2 ] Election Error: Crash Error 3
[2016-04-20 1:19:17:87 | 2 ] Algorithm: send Elect 2 to 4
[2016-04-20 1:19:17:87 | 2 ] Algorithm: send Elect 2 to 5
[2016-04-20 1:19:17:87 | 2 ] Algorithm: send Elect 2 to 6
[2016-04-20 1:19:17:87 | 2 ] Algorithm: send Elect 2 to 7
[2016-04-20 1:19:17:88 | 2 ] Internal: Received OKAY from 5
[2016-04-20 1:19:17:88 | 2 ] Internal: Waiting for response
[2016-04-20 1:19:17:88 | 2 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:17:88 | 2 ] Internal: Received OKAY from 6
[2016-04-20 1:19:17:89 | 2 ] Internal: Received OKAY from 7
[2016-04-20 1:19:17:90 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:17:92 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:17:94 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:17:95 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:17:122 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:17:124 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:17:125 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:17:433 | 2 ] Timeout: Received Timeout OKAY from 4
[2016-04-20 1:19:17:724 | 2 ] Internal: Received Result from 3
[2016-04-20 1:19:17:791 | 2 ] Election Error: Fail to receive OKAY from 3 within timeout(700 ms)
[2016-04-20 1:19:17:791 | 2 ] Election Error: Fail to receive OKAY from 4 within timeout(700 ms)
[2016-04-20 1:19:18:881 | 2 ] Timeout: Received Timeout OKAY from 4
[2016-04-20 1:19:18:932 | 2 ] Algorithm: send OKAY 2 to 0
[2016-04-20 1:19:18:932 | 2 ] Internal: Trigger an election
[2016-04-20 1:19:18:932 | 2 ] Algorithm: send Elect 2 to 3
[2016-04-20 1:19:18:932 | 2 ] Election Error: Crash Error 3
[2016-04-20 1:19:18:932 | 2 ] Algorithm: send Elect 2 to 4
[2016-04-20 1:19:18:933 | 2 ] Algorithm: send Elect 2 to 5
[2016-04-20 1:19:18:934 | 2 ] Algorithm: send Elect 2 to 6
[2016-04-20 1:19:18:934 | 2 ] Algorithm: send Elect 2 to 7
[2016-04-20 1:19:18:935 | 2 ] Internal: Waiting for response
[2016-04-20 1:19:18:935 | 2 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:18:936 | 2 ] Internal: Received OKAY from 6
[2016-04-20 1:19:18:936 | 2 ] Internal: Received OKAY from 5
[2016-04-20 1:19:18:936 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:18:938 | 2 ] Internal: Received OKAY from 7
[2016-04-20 1:19:18:940 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:18:942 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:18:945 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:18:947 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:18:949 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:18:951 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:18:954 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:19:497 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:19:500 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:19:546 | 2 ] Internal: Received Result from 3
[2016-04-20 1:19:19:580 | 2 ] Find leader (3) crash
[2016-04-20 1:19:19:580 | 2 ] Algorithm: send Elect 2 to 3
[2016-04-20 1:19:19:581 | 2 ] Election Error: Crash Error 3
[2016-04-20 1:19:19:581 | 2 ] Algorithm: send Elect 2 to 4
[2016-04-20 1:19:19:581 | 2 ] Algorithm: send Elect 2 to 5
[2016-04-20 1:19:19:581 | 2 ] Algorithm: send Elect 2 to 6
[2016-04-20 1:19:19:582 | 2 ] Algorithm: send Elect 2 to 7
[2016-04-20 1:19:19:590 | 2 ] Internal: Received OKAY from 5
[2016-04-20 1:19:19:590 | 2 ] Internal: Received OKAY from 5
[2016-04-20 1:19:19:590 | 2 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:19:591 | 2 ] Internal: Received OKAY from 6
[2016-04-20 1:19:19:591 | 2 ] Internal: Received OKAY from 7
[2016-04-20 1:19:19:591 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:19:593 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:19:596 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:19:598 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:19:638 | 2 ] Election Error: Fail to receive OKAY from 3 within timeout(700 ms)
[2016-04-20 1:19:19:638 | 2 ] Election Error: Fail to receive OKAY from 4 within timeout(700 ms)
[2016-04-20 1:19:20:296 | 2 ] Election Error: Fail to receive OKAY from 3 within timeout(700 ms)
[2016-04-20 1:19:20:296 | 2 ] Election Error: Fail to receive OKAY from 4 within timeout(700 ms)
[2016-04-20 1:19:20:840 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:20:842 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:20:844 | 2 ] Internal: Received Result from 7
[2016-04-20 1:19:21:56 | 2 ] Timeout: Received Timeout OKAY from 4
[2016-04-20 1:19:21:440 | 2 ] Internal: Received Result from 3
*********************[2016-04-20 1:19:21:551 | 2 ] Status: Close Server*********************
*********************[2016-04-20 1:20:11:591 | 2 ] Status: Start Running*********************
[2016-04-20 1:20:12:604 | 2 ] Algorithm: send OKAY 2 to 0
[2016-04-20 1:20:12:604 | 2 ] Internal: Trigger an election
[2016-04-20 1:20:12:604 | 2 ] Algorithm: send Elect 2 to 3
[2016-04-20 1:20:12:605 | 2 ] Algorithm: send Elect 2 to 4
[2016-04-20 1:20:12:608 | 2 ] Algorithm: send Elect 2 to 5
[2016-04-20 1:20:12:608 | 2 ] Internal: Waiting for response
[2016-04-20 1:20:12:608 | 2 ] Alogorithm: Wait for 50 ms
[2016-04-20 1:20:12:615 | 2 ] Algorithm: send OKAY 2 to 1
[2016-04-20 1:20:12:615 | 2 ] Internal: Trigger an election
[2016-04-20 1:20:12:615 | 2 ] Algorithm: send Elect 2 to 3
[2016-04-20 1:20:12:616 | 2 ] Algorithm: send Elect 2 to 4
[2016-04-20 1:20:12:620 | 2 ] Algorithm: send Elect 2 to 5
[2016-04-20 1:20:12:621 | 2 ] Internal: Waiting for response
[2016-04-20 1:20:12:621 | 2 ] Alogorithm: Wait for 50 ms
[2016-04-20 1:20:12:625 | 2 ] Internal: Received OKAY from 3
[2016-04-20 1:20:12:625 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:12:626 | 2 ] Internal: Received OKAY from 4
[2016-04-20 1:20:12:626 | 2 ] Internal: Received OKAY from 3
[2016-04-20 1:20:12:629 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:12:643 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:12:648 | 2 ] Internal: Received OKAY from 5
[2016-04-20 1:20:12:650 | 2 ] Internal: Received OKAY from 4
[2016-04-20 1:20:12:657 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:12:667 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:12:677 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:12:685 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:12:698 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:12:713 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:12:720 | 2 ] Internal: Received OKAY from 5
[2016-04-20 1:20:12:726 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:12:732 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:12:739 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:12:759 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:12:763 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:12:768 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:12:779 | 2 ] Internal: Received Result from 5
*********************[2016-04-20 1:20:21:121 | 2 ] Status: Close Server*********************
*********************[2016-04-20 1:20:21:620 | 2 ] Status: Start Running*********************
[2016-04-20 1:20:21:623 | 2 ] Algorithm: send OKAY 2 to 0
[2016-04-20 1:20:21:623 | 2 ] Internal: Trigger an election
[2016-04-20 1:20:21:623 | 2 ] Algorithm: send Elect 2 to 3
[2016-04-20 1:20:21:624 | 2 ] Algorithm: send Elect 2 to 4
[2016-04-20 1:20:21:625 | 2 ] Algorithm: send Elect 2 to 5
[2016-04-20 1:20:21:626 | 2 ] Internal: Waiting for response
[2016-04-20 1:20:21:626 | 2 ] Alogorithm: Wait for 50 ms
[2016-04-20 1:20:21:628 | 2 ] Algorithm: send OKAY 2 to 1
[2016-04-20 1:20:21:629 | 2 ] Internal: Trigger an election
[2016-04-20 1:20:21:629 | 2 ] Algorithm: send Elect 2 to 3
[2016-04-20 1:20:21:629 | 2 ] Algorithm: send Elect 2 to 4
[2016-04-20 1:20:21:630 | 2 ] Algorithm: send Elect 2 to 5
[2016-04-20 1:20:21:630 | 2 ] Internal: Waiting for response
[2016-04-20 1:20:21:630 | 2 ] Alogorithm: Wait for 50 ms
[2016-04-20 1:20:21:631 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:21:632 | 2 ] Internal: Received OKAY from 3
[2016-04-20 1:20:21:632 | 2 ] Internal: Received OKAY from 4
[2016-04-20 1:20:21:632 | 2 ] Internal: Received OKAY from 5
[2016-04-20 1:20:21:633 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:21:636 | 2 ] Internal: Received OKAY from 3
[2016-04-20 1:20:21:639 | 2 ] Internal: Received OKAY from 4
[2016-04-20 1:20:21:639 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:21:645 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:21:652 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:21:655 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:21:659 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:21:662 | 2 ] Internal: Received OKAY from 5
[2016-04-20 1:20:21:663 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:21:669 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:21:673 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:21:679 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:21:686 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:21:692 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:21:698 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:21:703 | 2 ] Internal: Received Result from 5
[2016-04-20 1:20:21:708 | 2 ] Internal: Received Result from 5
*********************[2016-04-20 1:21:30:431 | 2 ] Status: Close Server*********************
