*********************[2016-04-20 1:18:19:566 | 5 ] Status: Start Running*********************
[2016-04-20 1:18:51:556 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:51:557 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:51:557 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:51:559 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:51:560 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:51:562 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:52:321 | 5 ] Algorithm: send OKAY 5 to 0
[2016-04-20 1:18:52:321 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:52:321 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:52:321 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:52:322 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:52:322 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:52:323 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:18:52:323 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:52:323 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:52:323 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:52:324 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:52:324 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:52:324 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:52:325 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:52:326 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:52:327 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:52:329 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:52:329 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:52:330 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:52:331 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:52:333 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:52:335 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:52:338 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:52:341 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:53:808 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:53:808 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:53:808 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:53:809 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:53:809 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:53:809 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:53:811 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:53:813 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:53:813 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:53:815 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:53:817 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:55:188 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:55:188 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:55:188 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:55:188 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:55:189 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:55:189 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:55:190 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:55:190 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:55:192 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:55:194 | 5 ] Internal: Received Result from 7
*********************[2016-04-20 1:18:55:461 | 5 ] Status: Close Server*********************
*********************[2016-04-20 1:18:56:75 | 5 ] Status: Start Running*********************
[2016-04-20 1:18:56:77 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:18:56:77 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:56:77 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:56:78 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:56:78 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:56:78 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:56:79 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:56:80 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:56:84 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:56:86 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:56:91 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:56:96 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:56:306 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:18:56:306 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:56:306 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:56:306 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:56:306 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:56:307 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:56:308 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:56:309 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:56:311 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:56:312 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:56:313 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:56:316 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:56:426 | 5 ] Internal: Received Result from 6
[2016-04-20 1:18:56:625 | 5 ] Internal: Received Result from 6
[2016-04-20 1:18:57:683 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:57:683 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:57:683 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:57:683 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:57:684 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:57:684 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:57:684 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:57:685 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:57:687 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:57:690 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:58:328 | 5 ] Algorithm: send OKAY 5 to 0
[2016-04-20 1:18:58:328 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:58:328 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:58:329 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:58:329 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:58:329 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:58:334 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:18:58:334 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:58:334 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:58:336 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:58:345 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:58:345 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:58:345 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:58:346 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:58:346 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:58:348 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:58:349 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:58:351 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:58:353 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:58:356 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:58:357 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:58:360 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:58:364 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:58:368 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:58:666 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:58:666 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:58:666 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:58:667 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:58:667 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:58:667 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:58:668 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:58:671 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:58:672 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:58:674 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:58:676 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:59:570 | 5 ] Algorithm: send OKAY 5 to 0
[2016-04-20 1:18:59:570 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:59:570 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:59:572 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:59:574 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:59:574 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:59:576 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:18:59:576 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:59:576 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:59:576 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:59:577 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:59:577 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:59:578 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:59:578 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:59:579 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:59:580 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:59:584 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:59:585 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:59:586 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:59:588 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:59:589 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:59:592 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:59:595 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:59:599 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:01:345 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:19:01:345 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:01:345 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:01:346 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:01:346 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:01:346 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:01:347 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:01:347 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:01:349 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:01:352 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:01:354 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:02:147 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:19:02:147 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:02:147 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:02:147 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:02:148 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:02:148 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:02:148 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:02:148 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:02:150 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:02:153 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:03:804 | 5 ] Algorithm: send OKAY 5 to 0
[2016-04-20 1:19:03:804 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:03:804 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:03:805 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:03:806 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:03:806 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:03:809 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:19:03:809 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:03:809 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:03:809 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:03:810 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:03:810 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:03:814 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:03:814 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:03:816 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:03:817 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:03:818 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:03:822 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:03:837 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:03:842 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:03:847 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:03:850 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:03:853 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:03:858 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:04:936 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:19:04:936 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:04:936 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:04:936 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:04:937 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:04:937 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:04:937 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:04:940 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:04:940 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:04:942 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:04:944 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:06:596 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:19:06:596 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:06:596 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:06:596 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:06:596 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:06:597 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:06:597 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:06:597 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:06:600 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:06:602 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:06:995 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:19:06:995 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:06:996 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:06:996 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:06:996 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:06:996 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:06:997 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:07:00 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:07:00 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:07:01 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:07:03 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:08:81 | 5 ] Algorithm: send OKAY 5 to 0
[2016-04-20 1:19:08:81 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:08:81 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:08:82 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:08:92 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:08:92 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:08:93 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:19:08:93 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:08:93 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:08:94 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:08:94 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:08:94 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:08:95 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:08:95 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:08:96 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:08:98 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:08:100 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:08:101 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:08:103 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:08:107 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:08:108 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:08:110 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:08:112 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:08:114 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:09:432 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:19:09:432 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:09:432 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:09:432 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:09:432 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:09:432 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:09:433 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:09:433 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:09:436 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:09:439 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:09:689 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:19:09:689 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:09:689 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:09:690 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:09:690 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:09:690 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:09:691 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:09:692 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:09:695 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:09:696 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:09:698 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:09:702 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:09:741 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:19:09:741 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:09:741 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:09:742 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:09:742 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:09:742 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:09:743 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:09:745 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:09:746 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:09:750 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:09:755 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:12:342 | 5 ] Algorithm: send OKAY 5 to 0
[2016-04-20 1:19:12:343 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:12:343 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:12:344 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:12:344 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:12:344 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:12:346 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:19:12:347 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:12:347 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:12:347 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:12:348 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:12:348 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:12:349 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:12:349 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:12:351 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:12:354 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:12:355 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:12:358 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:12:364 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:12:367 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:12:368 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:12:374 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:12:378 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:12:380 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:13:631 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:19:13:631 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:13:631 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:13:631 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:13:632 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:13:632 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:13:633 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:13:634 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:13:637 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:13:643 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:13:808 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:19:13:808 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:13:808 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:13:809 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:13:810 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:13:810 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:13:814 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:13:815 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:13:816 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:13:818 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:13:820 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:13:822 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:13:828 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:19:13:828 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:13:828 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:13:828 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:13:829 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:13:829 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:13:829 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:13:830 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:13:831 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:13:832 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:13:835 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:15:983 | 5 ] Algorithm: send OKAY 5 to 0
[2016-04-20 1:19:15:983 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:15:983 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:15:983 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:15:984 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:15:984 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:15:988 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:19:15:988 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:15:988 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:15:988 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:15:988 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:15:988 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:15:989 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:15:989 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:15:990 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:15:992 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:15:994 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:15:995 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:15:997 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:15:997 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:15:999 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:16:01 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:16:04 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:16:07 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:16:493 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:19:16:493 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:16:493 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:16:493 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:16:493 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:16:493 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:16:494 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:16:494 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:16:497 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:16:500 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:17:88 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:19:17:88 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:17:88 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:17:88 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:19:17:89 | 5 ] Internal: Waiting for response
[2016-04-20 1:19:17:89 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:19:17:90 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:19:17:90 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:17:92 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:17:93 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:19:17:94 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:17:96 | 5 ] Internal: Received Result from 7
[2016-04-20 1:19:17:120 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:19:17:120 | 5 ] Internal: Trigger an election
[2016-04-20 1:19:17:120 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:19:17:120 | 5 ] Algorithm: send Elect 5 to 7
