*********************[2016-04-20 1:18:19:566 | 5 ] Status: Start Running*********************
[2016-04-20 1:18:28:265 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:28:265 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:28:266 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:28:267 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:28:283 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:28:284 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:28:286 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:28:286 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:28:289 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:28:291 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:28:295 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:28:298 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:28:300 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:28:303 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:28:624 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:28:624 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:28:624 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:28:624 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:28:625 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:28:625 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:28:627 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:28:630 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:28:630 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:28:632 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:28:635 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:30:556 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:30:557 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:30:557 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:30:557 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:30:557 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:30:557 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:30:558 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:30:558 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:30:561 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:30:563 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:31:960 | 5 ] Algorithm: send OKAY 5 to 0
[2016-04-20 1:18:31:960 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:31:960 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:31:961 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:31:962 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:31:962 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:31:964 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:18:31:964 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:31:964 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:31:964 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:31:965 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:31:965 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:31:965 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:31:966 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:31:966 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:31:967 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:31:969 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:31:971 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:31:974 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:31:977 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:31:977 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:31:979 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:31:981 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:31:984 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:32:218 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:32:218 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:32:218 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:32:218 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:32:219 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:32:219 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:32:220 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:32:222 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:32:223 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:32:225 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:32:227 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:32:604 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:32:604 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:32:605 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:32:605 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:32:605 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:32:605 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:32:606 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:32:606 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:32:609 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:32:611 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:32:835 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:18:32:835 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:32:835 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:32:836 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:32:836 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:32:836 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:32:839 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:32:842 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:32:843 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:32:844 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:32:847 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:32:849 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:37:119 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:37:119 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:37:119 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:37:119 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:37:119 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:37:119 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:37:121 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:37:123 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:37:123 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:37:125 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:37:128 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:37:250 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:37:250 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:37:250 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:37:250 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:37:250 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:37:250 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:37:251 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:37:251 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:37:254 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:37:260 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:37:699 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:18:37:699 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:37:699 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:37:700 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:37:701 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:37:701 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:37:702 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:37:703 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:37:704 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:37:706 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:37:709 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:37:713 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:39:604 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:39:604 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:39:604 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:39:604 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:39:605 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:39:605 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:39:606 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:39:606 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:39:608 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:39:610 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:39:612 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:40:538 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:18:40:538 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:40:538 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:40:539 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:40:539 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:40:539 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:40:541 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:40:542 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:40:542 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:40:544 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:40:547 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:40:550 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:40:955 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:40:956 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:40:956 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:40:956 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:40:956 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:40:956 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:40:957 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:40:958 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:40:960 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:40:966 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:41:450 | 5 ] Algorithm: send OKAY 5 to 0
[2016-04-20 1:18:41:450 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:41:450 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:41:450 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:41:451 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:41:451 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:41:453 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:18:41:453 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:41:453 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:41:453 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:41:454 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:41:454 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:41:455 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:41:455 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:41:455 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:41:457 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:41:458 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:41:460 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:41:462 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:41:464 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:41:464 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:41:466 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:41:471 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:41:476 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:43:670 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:43:670 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:43:670 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:43:671 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:43:671 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:43:671 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:43:672 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:43:674 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:43:675 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:43:676 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:43:678 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:44:965 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:44:965 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:44:965 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:44:966 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:44:966 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:44:966 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:44:967 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:44:967 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:44:970 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:44:971 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:45:159 | 5 ] Algorithm: send OKAY 5 to 0
[2016-04-20 1:18:45:159 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:45:159 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:45:160 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:45:160 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:45:160 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:45:171 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:18:45:171 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:45:171 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:45:172 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:45:174 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:45:174 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:45:176 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:45:177 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:45:177 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:45:177 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:45:177 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:45:180 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:45:186 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:45:188 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:45:188 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:45:190 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:45:191 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:45:193 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:46:242 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:46:242 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:46:242 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:46:242 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:46:243 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:46:244 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:46:244 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:46:246 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:46:247 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:46:248 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:46:250 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:47:950 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:18:47:950 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:47:950 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:47:950 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:47:950 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:47:950 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:47:952 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:47:953 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:47:954 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:47:955 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:47:957 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:47:960 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:48:904 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:48:904 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:48:904 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:48:904 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:48:905 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:48:905 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:48:905 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:48:905 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:48:907 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:48:909 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:49:830 | 5 ] Algorithm: send OKAY 5 to 0
[2016-04-20 1:18:49:830 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:49:830 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:49:830 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:49:831 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:49:831 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:49:833 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:18:49:833 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:49:833 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:49:833 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:49:833 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:49:833 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:49:834 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:49:834 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:49:835 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:49:837 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:49:837 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:49:839 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:49:841 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:49:843 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:49:844 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:49:845 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:49:847 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:49:848 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:50:966 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:50:966 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:50:966 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:50:967 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:50:967 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:50:967 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:50:967 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:50:967 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:50:970 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:50:973 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:51:05 | 5 ] SendOK Error: Crash Error 3
[2016-04-20 1:18:51:05 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:51:05 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:51:05 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:51:06 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:51:06 | 5 ] Alogorithm: Wait for 700 ms
[2016-04-20 1:18:51:07 | 5 ] Internal: Received OKAY from 7
[2016-04-20 1:18:51:08 | 5 ] Internal: Received OKAY from 6
[2016-04-20 1:18:51:09 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:51:11 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:51:13 | 5 ] Internal: Received Result from 7
[2016-04-20 1:18:51:552 | 5 ] Algorithm: send OKAY 5 to 2
[2016-04-20 1:18:51:552 | 5 ] Internal: Trigger an election
[2016-04-20 1:18:51:552 | 5 ] Algorithm: send Elect 5 to 6
[2016-04-20 1:18:51:553 | 5 ] Algorithm: send Elect 5 to 7
[2016-04-20 1:18:51:553 | 5 ] Internal: Waiting for response
[2016-04-20 1:18:51:553 | 5 ] Alogorithm: Wait for 700 ms
